PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Jordan Walker,131,460,508,114,24,2,13,55,56,34,124,8,0.248,0.245,999,sa3014464
LaMonte Wade Jr.,109,426,495,97,19,2,14,62,46,54,107,6,0.229,0.216,436.86,18126
Patrick Wisdom,87,319,362,65,13,0,16,40,44,34,128,6,0.205,0.354,446.29,13602
Jonathan Aranda,55,208,233,52,11,1,6,26,25,19,55,1,0.252,0.236,538.17,21837
Matt Vierling,83,296,327,76,14,2,7,35,33,23,65,9,0.258,0.2,473.32,21558
Andrew McCutchen,122,466,533,112,24,1,16,61,61,57,111,8,0.24,0.209,354.11,9847
Marcell Ozuna,102,394,436,98,17,1,18,53,60,35,101,2,0.249,0.232,330.99,10324
Brian Anderson,118,415,473,94,19,1,13,50,50,43,130,3,0.226,0.275,427.01,18289
Gary Sanchez,64,231,262,48,10,0,11,29,32,24,73,1,0.208,0.281,479.99,11442
Drew Waters,99,348,389,82,17,3,9,42,40,32,113,9,0.234,0.291,547.86,20505
Daniel Vogelbach,73,247,298,56,9,1,11,36,35,46,74,1,0.226,0.247,608.86,14130
Connor Wong,41,148,161,36,9,0,5,19,19,9,41,2,0.244,0.257,697.41,19896
Darick Hall,107,413,460,93,21,1,21,55,64,37,118,2,0.226,0.258,517.03,19717
James Outman,84,299,335,68,14,2,12,39,39,27,107,4,0.226,0.319,443.79,24770
Alex Call,78,281,323,66,14,1,9,36,34,33,66,6,0.234,0.203,687.01,19296
David Hensley,66,239,272,56,13,1,4,27,25,28,70,5,0.235,0.258,605.75,25111
Yonathan Daza,102,388,424,109,21,2,5,43,40,27,71,3,0.28,0.168,547.45,15794
Josh H. Smith,71,253,291,60,12,1,5,31,25,28,62,7,0.239,0.213,651.89,26396
TJ Friedl,100,361,408,88,15,4,11,45,44,35,78,10,0.244,0.19,332.57,19522
Nick Ahmed,97,346,381,79,19,2,8,38,38,27,83,5,0.23,0.217,609.76,12147
Bo Naylor,52,181,208,39,8,1,6,23,22,22,58,3,0.213,0.276,385.93,21865
Seby Zavala,54,187,210,36,8,0,5,20,20,18,76,1,0.193,0.363,639.62,18887
Josh Lowe,83,302,340,68,16,2,9,37,35,32,108,9,0.224,0.319,396.53,19953
Kyle Farmer,49,185,203,46,9,1,4,21,21,10,35,2,0.251,0.175,447.45,14813
Dylan Moore,60,206,239,42,9,1,6,27,23,25,68,16,0.206,0.283,481.97,18042
Kerry Carpenter,81,303,332,75,15,1,13,36,40,21,76,3,0.246,0.228,420.17,25961
Eric Haase,80,298,328,67,13,1,13,35,40,24,92,1,0.226,0.281,276.82,14111
Taylor Walls,60,207,238,43,10,1,4,24,21,26,61,6,0.208,0.258,605.62,22458
Randal Grichuk,97,373,402,97,20,2,16,48,53,20,88,3,0.26,0.22,309.66,10243
Elehuris Montero,68,248,274,64,13,1,11,33,36,18,66,1,0.256,0.241,452.87,20543
JesÃºs Aguilar,122,475,526,114,22,1,19,57,64,41,114,1,0.239,0.216,468.84,11342
James McCann,58,207,227,48,8,1,5,23,23,15,59,3,0.233,0.258,645.75,12859
Mauricio DubÃ³n,65,243,265,60,11,1,6,29,29,16,43,4,0.248,0.161,644.72,16530
Nick Madrigal,45,172,189,48,9,1,1,20,16,12,22,3,0.277,0.116,620.63,20521
Tommy Pham,94,363,414,83,15,1,11,48,42,42,110,8,0.228,0.265,420.46,2967
Jake Fraley,109,393,454,93,18,1,16,53,54,51,115,9,0.238,0.253,275.78,19260
Joey Bart,78,272,303,59,11,1,9,30,32,22,101,2,0.217,0.335,330.38,21524
Edward Olivares,71,260,286,67,13,1,8,30,32,19,55,6,0.257,0.194,343.25,19698
Edmundo Sosa,70,254,277,61,11,3,6,28,28,12,63,6,0.24,0.226,589,17022
Jake Meyers,60,210,234,49,10,1,6,25,25,17,61,3,0.235,0.263,719.25,20308
Connor Joe,50,189,222,44,9,1,5,27,20,27,48,3,0.235,0.215,614.09,16572
AJ Pollock,96,351,383,88,18,1,13,42,45,24,79,4,0.25,0.205,443.62,9256
Eric Hosmer,105,386,429,105,20,1,11,46,49,34,73,3,0.272,0.17,506.13,3516
Luke Maile,50,170,193,37,9,0,4,19,18,17,54,1,0.219,0.281,750.74,13355
Corey Dickerson,92,364,393,96,21,2,9,42,45,22,72,3,0.264,0.183,582.53,10762
Geraldo Perdomo,52,174,199,40,7,1,3,20,17,20,41,4,0.227,0.204,723.09,22799
Paul DeJong,40,145,163,31,6,0,6,18,18,13,44,2,0.21,0.272,728.78,18015
JosÃ© Iglesias,42,162,174,44,10,0,2,17,17,7,24,2,0.271,0.139,675.95,10231
Adam Duvall,105,399,438,86,17,1,20,50,58,29,133,3,0.216,0.305,317.86,10950
Kyle Lewis,63,235,266,55,10,1,10,30,32,26,71,2,0.235,0.266,583.74,19508
Nick Gordon,66,241,262,60,13,2,5,27,27,14,61,6,0.251,0.231,318.03,16337
Joey Votto,125,475,554,110,21,1,19,67,62,65,143,1,0.231,0.258,451.12,4314
Gabriel Arias,60,223,245,53,10,1,7,26,27,17,60,2,0.24,0.243,711.43,22563
Gavin Sheets,66,247,273,61,12,0,11,32,35,21,59,1,0.249,0.216,530.58,19901
Francisco Ãlvarez,24,87,100,19,4,0,4,12,12,10,27,0,0.218,0.273,381.37,26121
Sal Frelick,32,119,131,32,6,1,2,14,13,9,20,3,0.269,0.152,999,sa3017047
Ezequiel Duran,58,213,230,51,12,1,6,24,25,12,55,5,0.24,0.237,644.39,23733
Canaan Smith-Njigba,53,187,217,45,10,1,4,24,21,25,54,4,0.241,0.249,742.62,23264
Carter Kieboom,53,188,217,44,9,1,5,22,21,23,46,2,0.232,0.21,740.13,19958
Cristian Pache,78,277,303,63,13,2,7,29,30,19,77,4,0.226,0.253,714.97,19948
Kevin Plawecki,30,107,119,27,6,0,2,12,12,8,21,1,0.255,0.178,750.77,13807
Tyler Heineman,24,84,93,20,4,0,1,9,9,6,15,1,0.24,0.164,999,13897
Cavan Biggio,45,153,182,34,8,0,5,21,18,24,47,2,0.224,0.256,578.75,19252
Robbie Grossman,94,333,390,74,15,1,9,42,36,47,99,8,0.223,0.254,491.36,5254
Matt Mervis,68,250,276,62,13,1,10,32,34,19,60,1,0.247,0.217,999,sa3015051
Donovan Solano,50,191,209,51,11,0,3,21,21,13,41,1,0.269,0.194,712.97,8623
Luke Voit,92,347,394,81,15,1,16,46,49,37,118,1,0.234,0.3,481.34,14811
Alan Trejo,60,219,235,54,13,1,7,26,28,10,53,3,0.247,0.225,646.99,20056
JJ Bleday,60,216,249,44,10,1,7,25,24,29,69,2,0.203,0.275,604.14,26368
Jordan Westburg,31,111,125,26,6,1,3,13,13,10,31,2,0.233,0.244,999,sa3014499
Trevor Larnach,83,300,339,68,15,1,10,35,35,31,107,1,0.228,0.316,597.38,21501
Josh Harrison,53,198,218,51,10,1,4,23,21,12,36,2,0.255,0.163,661.75,8202
Jason Heyward,44,156,176,37,7,1,4,19,19,15,37,2,0.239,0.209,621.57,4940
Kyle Stowers,84,300,336,70,15,1,11,36,39,28,98,2,0.235,0.291,463.13,26151
Yainer Diaz,25,91,98,23,4,0,3,11,12,5,19,0,0.252,0.189,599,23003
Alec Burleson,44,165,179,44,8,0,6,20,22,11,30,1,0.267,0.169,652.63,27615
Will Benson,55,177,208,37,7,1,7,24,22,26,62,4,0.21,0.299,523.46,21853
Blake Sabol,47,159,177,37,8,1,4,19,18,14,48,2,0.234,0.27,999,sa3010269
Conner Capel,49,168,189,40,8,1,4,19,19,16,39,4,0.237,0.209,601.64,19983
Elias DÃ­az,89,316,348,80,16,2,10,39,41,24,68,1,0.252,0.194,332.04,11680
Hunter Dozier,110,413,459,95,21,3,12,48,50,36,119,5,0.231,0.26,423.89,15117
Ryan Kreidler,39,136,153,29,6,1,3,15,14,13,43,3,0.215,0.282,741.92,25867
Cal Mitchell,34,126,138,33,7,0,4,15,16,9,26,2,0.264,0.186,701.54,22169
Nelson Cruz,83,319,358,77,13,0,12,42,45,32,87,2,0.243,0.242,510.09,2434
Juan Yepez,32,123,136,30,6,0,6,16,19,10,30,0,0.246,0.221,340.09,18400
Charlie Blackmon,128,513,565,139,24,4,15,67,68,38,103,4,0.272,0.183,310.89,7859
Tommy La Stella,45,174,192,44,8,0,4,21,18,14,28,1,0.255,0.145,749.04,12371
Rob Refsnyder,29,107,122,27,6,0,3,14,13,11,31,1,0.251,0.258,742.97,13770
Matt Thaiss,20,69,79,15,3,0,2,9,8,9,19,1,0.217,0.24,739.32,19318
Ildemaro Vargas,55,201,217,50,11,1,4,21,21,12,30,3,0.249,0.139,749.03,13324
Emmanuel Rivera,44,163,179,39,8,1,5,20,21,12,41,1,0.24,0.229,691.22,19890
Nick Pratto,57,201,232,42,9,1,8,25,26,26,73,2,0.211,0.314,624.5,22117
Sam Haggerty,44,155,173,35,8,1,3,18,16,14,44,8,0.227,0.254,717.66,18054
Elly De La Cruz,34,128,138,31,7,1,5,15,16,7,42,5,0.244,0.304,999,sa3009289
Jordan Luplow,26,96,111,21,5,0,4,14,13,12,28,2,0.22,0.257,750.92,16424
Tyler Nevin,29,104,117,24,5,0,3,12,12,11,27,1,0.23,0.231,999,17893
Curtis Mead,16,59,66,14,4,0,2,7,7,5,14,1,0.244,0.217,999,sa3008392
Oswald Peraza,16,60,65,14,3,0,2,7,7,4,15,2,0.242,0.229,284.42,22823
Zach McKinstry,24,90,101,21,4,1,2,11,10,8,23,2,0.236,0.229,716.63,19392
Nolan Jones,28,97,111,24,5,0,3,13,13,11,30,1,0.25,0.274,470.54,20529
Jake Alu,42,157,171,40,10,0,4,18,18,10,35,2,0.256,0.204,999,sa3010009
Hanser Alberto,40,155,164,41,8,1,2,16,16,5,23,2,0.262,0.143,748.34,11902
Samad Taylor,26,94,105,22,4,1,2,11,11,9,25,4,0.235,0.24,999,sa918192
Nate Eaton,71,245,271,58,11,3,5,29,25,18,64,11,0.237,0.236,536.03,25055
Carlos PÃ©rez,20,72,78,17,3,0,2,8,9,4,10,0,0.236,0.123,750.84,20805
Jonah Bride,18,64,74,15,3,0,1,7,6,7,14,0,0.239,0.193,999,24703
Cooper Hummel,31,112,131,24,5,1,3,14,12,16,37,2,0.213,0.282,718.71,19458
Rougned Odor,29,105,117,23,5,0,4,13,14,8,30,1,0.221,0.252,730.84,12282
Donny Sands,14,49,55,11,2,0,1,5,5,5,11,0,0.233,0.198,749.36,18603
Curt Casali,50,171,198,36,7,0,5,20,19,21,59,1,0.21,0.299,718.54,12510
Jake Cave,81,285,317,65,12,3,9,34,34,23,93,3,0.229,0.292,738.95,14477
Tyler Freeman,15,53,59,14,3,0,1,6,6,3,8,1,0.271,0.13,747.34,22532
Justin Dirden,29,107,118,24,6,1,3,13,13,8,35,1,0.228,0.295,999,sa3014986
Meibrys Viloria,15,51,60,11,2,0,1,6,5,7,18,0,0.205,0.308,999,17109
Andrew Knizner,36,125,141,29,6,0,3,14,14,12,30,1,0.228,0.214,748.91,19514
Abraham Toro,21,77,86,18,4,0,3,10,10,7,15,1,0.241,0.175,699.57,19844
CÃ©sar HernÃ¡ndez,23,90,100,22,4,1,1,10,8,8,19,1,0.247,0.194,704.97,10556
Jose Herrera,21,71,81,16,3,0,1,8,7,8,19,1,0.221,0.233,999,17040
OdÃºbel Herrera,21,80,88,21,4,0,2,10,9,5,16,2,0.257,0.186,999,11476
Terrin Vavra,19,69,80,17,4,0,1,8,7,8,17,1,0.245,0.213,746.51,24400
Freddy Fermin,17,59,66,13,3,0,2,7,6,5,14,0,0.225,0.21,999,21840
Kevin Smith,32,118,129,25,6,1,3,12,13,8,37,2,0.215,0.288,727.74,20242
Addison Barger,15,54,59,13,3,0,2,7,7,4,16,1,0.242,0.263,999,sa3006910
Vidal BrujÃ¡n,18,65,72,15,3,0,1,8,7,6,14,4,0.234,0.196,592.72,20536
Yuli Gurriel,57,220,240,58,13,0,4,25,25,15,32,2,0.263,0.132,592.34,19198
Raimel Tapia,31,119,129,32,7,1,2,15,12,7,22,4,0.269,0.174,672.84,14350
Didi Gregorius,19,73,79,17,3,1,2,8,8,4,12,1,0.239,0.157,999,6012
Garrett Stubbs,32,110,126,24,5,1,3,13,12,13,30,2,0.22,0.239,743.34,18067
Romy Gonzalez,40,147,161,33,7,0,5,17,17,10,50,3,0.225,0.312,742.49,21562
Colton Cowser,26,92,105,21,5,0,3,11,11,10,31,1,0.231,0.297,999,sa3017018
Jorge Alfaro,46,172,185,41,8,0,5,19,20,8,59,2,0.241,0.318,491.2,12180
Tucupita Marcano,23,82,93,19,4,1,1,9,8,8,18,2,0.235,0.192,749.54,22871
Zack Gelof,24,90,99,20,4,0,2,9,9,7,28,1,0.223,0.285,999,sa3017286
Darin Ruf,31,113,130,25,5,0,4,15,15,14,37,1,0.223,0.283,728.99,9929
Casey Schmitt,16,60,66,14,3,0,2,7,7,4,15,0,0.241,0.236,999,sa3014484
RenÃ© Pinto,12,43,47,10,2,0,1,5,5,2,15,0,0.219,0.312,999,19859
JosÃ© Azocar,36,131,142,32,6,1,2,15,14,8,33,5,0.243,0.232,746.99,18821
Stuart Fairchild,37,135,152,30,6,1,5,16,17,12,45,2,0.222,0.293,746.53,20321
George Valera,21,75,85,17,3,0,3,9,9,9,23,1,0.224,0.271,999,sa3006872
Zack Short,23,78,91,15,4,0,2,9,8,10,26,1,0.195,0.29,999,19562
Matt Duffy,24,91,100,24,4,0,1,10,9,7,19,1,0.262,0.193,747.11,13836
Willi Castro,19,74,80,18,4,0,2,8,8,4,18,2,0.247,0.225,747.17,17338
Franmil Reyes,60,230,254,55,9,1,11,29,33,20,75,2,0.24,0.295,479.72,14566
Joey Ortiz,11,42,46,10,2,0,1,5,5,3,8,0,0.246,0.175,999,sa3009889
Harold Castro,44,171,182,49,8,1,3,19,19,8,34,1,0.286,0.184,619.3,14691
Travis Swaggerty,36,127,143,29,5,1,3,15,14,13,38,3,0.225,0.266,741.5,24491
Sam Huff,11,38,42,8,1,0,2,4,5,3,14,0,0.217,0.325,661.88,22209
Jordan Groshans,13,46,51,12,2,0,1,5,5,5,10,0,0.257,0.186,733.68,23794
Jackie Bradley Jr.,34,121,134,27,6,1,2,13,12,10,31,2,0.225,0.234,750.05,12984
Jonathan Villar,16,61,68,15,3,0,2,7,7,5,17,3,0.243,0.248,742.49,10071
Jacob Amaya,16,58,66,13,2,0,1,6,6,6,15,0,0.216,0.226,999,sa3005081
Korey Lee,33,118,129,25,5,0,4,14,14,8,35,2,0.209,0.274,698.87,25543
Rafael Ortega,13,49,56,12,2,0,1,7,5,6,12,2,0.24,0.212,714.14,10323
Tyler Naquin,32,124,136,30,6,1,4,15,15,8,34,2,0.245,0.253,716.78,13359
Andre Lipcius,11,40,46,10,2,0,1,5,4,5,9,1,0.236,0.195,999,sa3010401
Chad Pinder,42,165,178,38,8,0,5,18,20,9,50,1,0.232,0.282,694.64,15191
Luke Raley,40,145,163,32,6,1,5,17,18,12,51,2,0.222,0.31,734.67,19354
Cam Gallagher,12,43,48,9,2,0,1,5,4,4,11,0,0.216,0.239,999,12981
Andrelton Simmons,23,80,87,19,3,0,1,8,7,5,14,2,0.237,0.162,999,10847
Adam Engel,49,182,198,42,9,1,4,21,20,11,53,8,0.229,0.269,749.41,15082
Mike Brosseau,28,101,114,22,4,0,3,12,12,10,33,1,0.218,0.29,709.89,19683
Taylor Trammell,15,51,58,11,2,0,2,6,6,6,16,1,0.217,0.278,749.46,19960
Yu Chang,19,70,78,16,4,0,2,8,8,6,21,1,0.228,0.274,749.97,14773
Jake Burger,24,90,99,21,4,1,4,11,12,6,28,0,0.238,0.279,591.43,22275
Edouard Julien,8,28,33,6,1,0,1,4,3,4,10,1,0.227,0.3,999,sa3014445
Mark Mathias,13,47,53,11,2,0,1,6,5,5,14,1,0.23,0.264,749.71,18032
Owen Miller,40,153,168,37,8,0,3,16,17,11,38,1,0.239,0.225,681.01,24655
Christian Encarnacion-Strand,11,42,46,11,2,0,2,5,6,2,13,0,0.256,0.277,999,sa3017756
Brad Miller,84,293,332,66,11,1,12,37,37,32,95,4,0.225,0.286,665.66,12775
Bubba Thompson,60,210,226,49,9,1,4,24,21,11,61,15,0.235,0.272,373.99,22261
Michael Busch,10,35,39,8,2,0,1,4,4,3,11,0,0.222,0.29,999,sa3011540
Braden Shewmake,15,55,59,13,3,0,1,6,6,3,12,1,0.233,0.206,999,sa3010332
Willie Calhoun,18,66,74,16,3,0,2,9,8,6,12,0,0.246,0.157,745.37,17838
Kevin Pillar,26,97,105,23,5,1,3,11,12,5,22,1,0.238,0.212,748.92,12434
IvÃ¡n Herrera,6,21,24,5,1,0,1,3,2,2,5,0,0.221,0.225,748.96,20599
Mike Moustakas,94,339,379,81,18,1,12,41,44,30,86,2,0.238,0.226,511.72,4892
Joey Wiemer,37,136,151,30,7,0,5,16,16,11,42,3,0.223,0.281,999,sa3014531
Ben Rortvedt,8,27,30,5,1,0,1,3,3,2,9,0,0.2,0.305,749.66,20287
Eddie Rosario,107,390,424,97,18,2,13,47,51,25,87,6,0.248,0.204,448.74,12155
Lenyn Sosa,8,30,32,7,1,0,1,3,3,2,6,0,0.248,0.191,744.78,22896
Tres Barrera,9,32,36,7,1,0,1,3,3,3,8,0,0.213,0.233,999,19977
Carlos PÃ©rez,8,28,31,6,1,0,1,3,3,2,7,0,0.203,0.216,999,10642
Pavin Smith,19,74,83,18,4,0,2,9,9,7,18,0,0.245,0.212,743.3,19892
Jared Triolo,8,29,33,7,2,0,1,3,3,3,7,1,0.246,0.2,999,sa3010272
Danny Mendick,10,35,39,8,1,0,1,4,4,3,9,1,0.224,0.231,750.89,18889
Michael Chavis,26,101,110,24,4,0,4,12,13,6,32,1,0.233,0.288,737.71,17321
Richie Palacios,10,34,38,8,2,0,0,4,4,3,8,1,0.248,0.204,750.91,24589
Jason Vosler,15,52,58,12,2,0,2,6,7,5,15,0,0.223,0.26,999,16686
Jordan Diaz,6,25,27,7,1,0,1,3,3,1,4,0,0.259,0.164,687.05,22650
Yohel Pozo,5,17,18,4,1,0,0,2,2,1,3,0,0.248,0.15,999,18848
Brett Wisely,6,24,26,6,1,0,0,3,3,2,6,1,0.233,0.229,999,sa1170003
Yonny Hernandez,10,35,40,8,1,0,0,4,3,4,8,2,0.222,0.191,750.37,19432
Luis GonzÃ¡lez,16,58,65,14,3,0,1,7,6,6,16,2,0.234,0.237,746.49,20332
Jarren Duran,19,76,83,18,4,1,2,10,8,5,22,3,0.238,0.268,588.32,24617
Stone Garrett,34,133,143,31,7,0,6,16,17,7,39,3,0.231,0.272,600.71,19273
Charlie Culberson,29,108,116,26,6,0,2,11,11,6,28,3,0.238,0.244,999,3298
Gilberto Celestino,6,23,26,6,1,0,0,3,2,2,6,0,0.247,0.22,750.44,20233
Ryan Noda,60,208,243,42,9,0,7,25,24,28,77,3,0.204,0.318,999,sa873960
Austin Allen,5,17,18,4,1,0,1,2,2,1,5,0,0.222,0.267,999,18083
Ehire Adrianza,23,80,90,19,4,0,1,9,8,7,20,1,0.233,0.218,999,8418
Israel Pineda,9,33,36,7,1,0,1,3,4,2,9,0,0.21,0.255,999,22906
Kody Clemens,28,103,113,23,4,1,4,12,13,7,29,1,0.22,0.259,750.11,20572
Adam Haseley,13,48,53,11,2,0,1,5,5,3,11,1,0.232,0.205,999,19878
Parker Meadows,32,119,131,27,5,1,3,13,13,9,28,2,0.227,0.211,999,sa3007943
Travis Jankowski,11,39,46,9,2,0,0,5,4,5,10,2,0.233,0.22,999,13768
Nelson VelÃ¡zquez,23,83,92,18,4,1,3,10,10,7,29,2,0.22,0.316,739.83,23359
Pedro Severino,9,33,37,7,1,0,1,4,4,3,9,0,0.224,0.254,749.33,14523
Enmanuel Valdez,5,18,20,4,1,0,1,2,2,1,5,0,0.236,0.229,999,sa917288
Johan Camargo,5,17,19,4,1,0,0,2,2,1,4,0,0.245,0.198,999,14950
Otto Lopez,3,12,14,3,1,0,0,1,1,1,2,0,0.259,0.179,745.42,19608
Brett Sullivan,5,17,18,4,1,0,0,2,2,1,3,0,0.221,0.168,999,sa857232
Justyn-Henry Malloy,11,40,46,9,2,0,1,5,4,5,12,0,0.232,0.262,999,sa3017073
David Bote,5,17,20,4,1,0,1,2,2,1,5,0,0.227,0.27,748.72,14593
P.J. Higgins,6,21,24,5,1,0,0,2,2,2,6,0,0.228,0.25,734.39,18433
Liover Peguero,6,24,26,6,1,0,0,3,2,1,6,1,0.24,0.211,749.7,24273
Miles Mastrobuoni,5,18,20,5,1,0,0,2,2,2,4,0,0.256,0.205,749.46,20017
Anthony Bemboom,5,16,18,3,1,0,0,2,2,1,5,0,0.204,0.256,999,13854
Brenton Doyle,6,25,26,6,1,0,1,3,3,1,7,1,0.254,0.285,999,sa3009965
Willie MacIver,9,33,37,7,2,0,1,4,4,2,10,1,0.22,0.271,999,sa3007828
Evan White,37,138,153,29,5,0,6,16,17,11,46,1,0.208,0.301,743.88,20078
Maikel Garcia,5,18,19,4,1,0,0,2,2,1,4,1,0.245,0.197,543.29,22715
Bobby Dalbec,36,127,142,28,5,1,6,16,18,11,45,1,0.22,0.32,528.71,19966
Eguy Rosario,3,12,14,3,1,0,0,2,1,1,3,0,0.233,0.221,750.79,19964
Jo Adell,16,61,66,13,3,0,3,7,8,4,21,1,0.221,0.319,541.92,20220
Franchy Cordero,18,64,72,15,3,0,2,8,8,6,23,1,0.232,0.316,713.67,14567
Mickey Moniak,16,59,65,13,3,0,2,7,7,4,18,1,0.219,0.284,722.75,19956
Livan Soto,5,17,19,4,1,0,0,2,2,1,4,0,0.233,0.217,743.53,22471
Luis Torrens,8,27,30,6,1,0,1,3,3,2,8,0,0.229,0.256,749.95,15905
Nathan Lukes,15,54,59,13,3,0,1,6,6,4,12,1,0.237,0.196,999,sa875215
David Dahl,31,107,117,25,6,0,3,13,13,7,30,1,0.235,0.256,739.05,13744
Sam Hilliard,13,46,52,10,2,0,2,6,6,5,17,1,0.209,0.325,702.13,17954
Alcides Escobar,15,57,61,13,3,0,1,6,5,3,13,1,0.235,0.205,999,6310
Yairo Munoz,3,12,13,3,1,0,0,1,1,0,2,0,0.274,0.169,999,16313
Isan DÃ­az,10,35,39,7,2,0,1,4,4,4,11,0,0.212,0.275,742.7,17922
Kyle McCann,12,44,49,8,2,0,1,4,4,4,18,0,0.177,0.368,999,sa1159677
Rob Brantly,3,11,12,2,0,0,0,1,1,1,2,0,0.227,0.196,750.75,10655
Andrew Velazquez,13,46,50,10,2,0,1,5,5,3,16,2,0.209,0.318,747.08,14196
Brandon Dixon,5,18,20,4,1,0,1,2,2,1,5,0,0.235,0.281,750.45,15214
Andy IbÃ¡Ã±ez,5,18,20,4,1,0,0,2,2,1,3,0,0.248,0.167,750.1,18819
Buddy Kennedy,3,12,13,3,0,0,0,1,1,1,3,0,0.232,0.233,999,22505
Rafael Marchan,6,22,24,5,1,0,0,2,2,2,4,0,0.222,0.153,999,21646
Matt Reynolds,8,29,33,7,2,0,0,3,3,3,9,0,0.229,0.277,749.86,13788
Payton Henry,5,16,18,3,1,0,0,2,2,1,6,0,0.202,0.311,999,22164
Brent Rooker,5,18,20,4,1,0,1,2,2,2,6,0,0.21,0.317,749.24,19627
Ben Gamel,3,12,14,3,1,0,0,1,1,1,4,0,0.231,0.262,748.99,12160
Ceddanne Rafaela,3,12,13,3,1,0,0,1,1,1,3,0,0.247,0.219,999,sa3005581
Tyler Wade,3,11,13,3,1,0,0,1,1,1,3,1,0.225,0.225,750.53,15730
Peyton Burdick,15,50,57,10,2,0,2,6,6,5,18,1,0.207,0.314,999,25459
David Hamilton,5,18,20,4,1,0,0,2,2,1,4,1,0.231,0.227,999,sa3014434
Michael Hermosillo,5,17,20,4,1,0,1,2,2,2,6,0,0.207,0.312,999,16285
David Fry,3,12,13,3,1,0,0,1,1,1,3,0,0.224,0.239,999,sa3006787
Chadwick Tromp,3,11,12,3,0,0,0,1,1,1,3,0,0.223,0.237,750.81,16953
Jonathan Davis,5,17,19,4,1,0,0,2,2,2,5,1,0.217,0.255,999,15104
Patrick Mazeika,2,5,6,1,0,0,0,1,1,0,1,0,0.229,0.169,999,18142
Michael Stefanic,2,6,7,1,0,0,0,1,1,1,1,0,0.259,0.14,999,25353
Garrett Hampson,8,30,33,7,1,0,1,3,3,2,9,1,0.218,0.268,704.25,19262
Ryan O'Hearn,11,42,47,10,2,0,2,5,6,4,12,0,0.231,0.261,748.38,16442
Victor Reyes,5,19,20,5,1,0,0,2,2,1,5,0,0.252,0.23,741.29,15487
Robinson CanÃ³,26,97,104,24,5,0,2,10,11,5,23,1,0.253,0.217,749.63,3269
Corey Julks,3,12,13,3,1,0,0,1,1,1,3,0,0.225,0.253,999,sa913274
Rylan Bannon,6,23,26,5,1,0,1,3,3,3,7,0,0.203,0.272,999,19768
Matt Wallner,18,62,71,13,3,0,2,8,8,7,25,1,0.218,0.348,745.53,26466
Mark Vientos,2,6,7,1,0,0,0,1,1,1,2,0,0.23,0.301,737.8,22184
Nick Solak,3,12,13,3,1,0,0,1,1,1,3,0,0.248,0.221,728.25,19294
Estevan Florial,3,12,13,3,1,0,0,1,1,1,4,1,0.216,0.319,748.08,19151
Taylor Motter,6,22,26,5,1,0,1,3,3,3,6,0,0.207,0.247,999,12399
Wenceel Perez,2,6,7,1,0,0,0,1,1,0,1,0,0.243,0.173,999,sa3003326
Cal Stevenson,2,6,7,1,0,0,0,1,1,1,2,0,0.227,0.239,999,22411
Ryan McKenna,19,72,81,15,3,0,2,8,7,7,26,1,0.21,0.322,999,19928
Henry Ramos,19,72,79,17,3,0,2,8,8,6,19,1,0.241,0.234,999,11481
Michael Siani,13,46,52,10,2,0,1,5,5,4,11,2,0.225,0.217,747.5,22557
Brett Phillips,28,95,109,17,3,1,3,12,11,11,40,4,0.183,0.366,750,14735
Spencer Horwitz,2,6,7,1,0,0,0,1,1,1,1,0,0.237,0.216,999,sa1115496
Bligh Madris,5,18,20,4,1,0,0,2,2,2,5,0,0.232,0.243,999,20054
Kole Calhoun,19,72,80,15,3,0,3,8,9,6,24,1,0.214,0.296,741.26,11200
Lewin DÃ­az,6,24,26,5,1,0,1,3,3,2,6,0,0.22,0.246,749.29,18365
Leury GarcÃ­a,3,12,13,3,1,0,0,1,1,1,3,0,0.254,0.209,743.54,5913
Skye Bolt,2,6,6,1,0,0,0,1,1,1,2,0,0.224,0.269,749.64,17723
Roman Quinn,3,12,13,2,0,0,0,1,1,1,4,1,0.213,0.327,750.3,13546
Tim Locastro,3,12,13,3,1,0,0,1,1,1,3,1,0.221,0.227,743.01,15124
Derek Hill,5,18,19,4,1,0,0,2,2,1,6,0,0.221,0.287,999,16947
Sandy Leon,3,10,12,2,0,0,0,1,1,1,3,0,0.193,0.271,999,5273
Mike Tauchman,3,11,13,2,1,0,0,1,1,1,4,0,0.218,0.275,999,15274
Keston Hiura,3,12,13,2,0,0,1,1,2,1,5,0,0.209,0.375,542.62,20003
Nick Loftin,2,6,7,1,0,0,0,1,1,0,1,0,0.233,0.186,999,sa3014511
Hoy Park,2,6,6,1,0,0,0,1,1,1,2,0,0.216,0.266,999,18027
Jeter Downs,11,41,45,8,2,0,1,5,4,3,14,1,0.192,0.313,750.22,22202
J.J. Matijevic,13,47,52,10,2,0,2,6,6,4,16,1,0.219,0.304,999,20165
Nomar Mazara,2,6,7,1,0,0,0,1,1,0,2,0,0.243,0.24,750.58,14553
Bryce Johnson,8,29,33,6,1,0,0,3,3,3,9,1,0.219,0.288,999,20002
Dixon Machado,2,6,6,1,0,0,0,1,1,1,1,0,0.232,0.167,999,11472
Austin Wells,0,1,1,0,0,0,0,0,0,0,0,0,0.224,0.26,999,sa3014440
Gavin Lux,0,1,1,0,0,0,0,0,0,0,0,0,0.264,0.198,734.51,19955
