PlayerName,G,AB,PA,H,2B,3B,HR,R,RBI,BB,SO,SB,AVG,K%,ADP,id
Aaron Judge,149,545,645,155,25,1,42,104,106,88,166,10,0.284,0.258,3.2,15640
Juan Soto,148,508,647,143,26,2,29,103,86,130,94,9,0.282,0.145,10.79,20123
Mike Trout,139,510,602,137,27,3,39,96,94,79,161,3,0.269,0.267,19.03,10155
Julio RodrÃ­guez,146,568,634,158,29,3,29,93,82,52,153,28,0.278,0.242,4.22,23697
JosÃ© RamÃ­rez,151,570,650,156,36,4,30,96,103,68,85,23,0.273,0.131,3.67,13510
Mookie Betts,145,561,641,153,34,3,30,108,83,66,103,14,0.272,0.161,10.55,13611
Yordan Alvarez,138,502,583,146,30,2,36,91,100,70,122,1,0.291,0.209,14.89,19556
Freddie Freeman,154,580,672,176,36,2,25,106,93,80,100,10,0.304,0.149,13.7,5361
Corey Seager,142,547,617,155,31,2,28,85,83,58,97,2,0.283,0.158,55.41,13624
Trea Turner,152,609,664,178,34,4,22,102,81,45,116,30,0.293,0.175,2.47,16252
Ronald AcuÃ±a Jr.,143,542,633,147,29,2,28,104,76,74,151,35,0.272,0.238,1.87,18401
Kyle Tucker,150,566,632,157,33,3,32,87,98,58,104,22,0.277,0.165,6.11,18345
Alex Bregman,151,547,646,144,33,1,23,88,87,82,82,2,0.263,0.127,79.26,17678
Carlos Correa,144,544,619,148,29,1,24,81,77,64,121,0,0.272,0.196,129.05,14162
Nolan Arenado,150,574,637,153,32,2,28,79,96,52,82,4,0.267,0.128,33.83,9777
Manny Machado,152,581,653,159,30,1,30,92,99,63,121,11,0.274,0.185,14.11,11493
Vladimir Guerrero Jr.,152,584,658,169,33,1,35,96,102,64,103,7,0.29,0.157,11.3,19611
J.T. Realmuto,136,495,552,131,25,3,20,73,74,42,122,17,0.264,0.222,27.33,11739
Bo Bichette,151,607,657,174,37,2,26,95,88,41,135,17,0.286,0.206,12.79,19612
Xander Bogaerts,148,558,632,154,32,1,19,86,76,61,119,8,0.276,0.188,90.32,12161
Wander Franco,142,552,610,159,34,6,13,83,71,48,64,12,0.288,0.104,86.45,23667
Austin Riley,153,584,654,160,32,2,33,89,98,53,159,1,0.274,0.244,20.95,18360
Will Smith,129,458,530,119,24,2,24,71,79,55,97,2,0.26,0.183,61.99,19197
Adley Rutschman,132,471,550,122,30,2,17,73,60,69,98,4,0.259,0.178,71.93,26288
Francisco Lindor,151,582,654,148,27,3,23,88,87,58,119,15,0.255,0.182,33.5,12916
Marcus Semien,154,607,674,153,31,3,26,94,78,57,122,20,0.252,0.181,32.63,12533
Rafael Devers,148,577,642,162,36,2,31,91,95,54,126,4,0.281,0.196,20.3,17350
Paul Goldschmidt,152,568,651,159,31,1,30,95,97,73,139,7,0.281,0.213,24.64,9218
Fernando Tatis Jr.,115,438,498,121,24,2,30,83,81,51,129,21,0.277,0.259,17.87,19709
Brandon Nimmo,137,511,600,139,27,5,14,86,58,71,109,5,0.271,0.182,182.88,12927
Willy Adames,144,560,621,138,28,1,28,84,84,55,169,8,0.246,0.272,92.8,15986
AndrÃ©s GimÃ©nez,147,529,591,141,28,3,16,72,67,36,124,23,0.266,0.21,81.21,19950
Max Muncy,137,483,577,114,22,1,28,81,81,83,136,2,0.235,0.236,135.42,13301
Willson Contreras,126,444,516,112,22,2,23,69,65,52,121,4,0.252,0.234,96.22,11609
Shohei Ohtani,143,528,608,141,26,5,34,92,90,72,157,17,0.267,0.257,8.76,19755
Bryan Reynolds,150,561,639,153,29,4,23,85,78,63,137,7,0.272,0.214,92.32,19326
Luis Robert Jr.,130,510,552,144,29,2,21,77,73,31,116,16,0.282,0.211,47.97,20043
Byron Buxton,118,452,501,111,25,3,30,78,68,37,141,11,0.246,0.281,97.45,14161
Matt Chapman,150,540,621,123,26,2,29,80,81,67,180,3,0.227,0.289,155.95,16505
Dansby Swanson,151,585,645,148,30,2,22,84,79,49,162,15,0.253,0.251,83.37,18314
George Springer,131,510,580,132,24,3,27,87,75,56,111,11,0.26,0.191,79.01,12856
Michael Harris II,143,544,589,149,33,4,19,82,76,34,135,24,0.275,0.23,30.59,25931
Gunnar Henderson,140,507,577,129,27,4,19,71,69,60,151,12,0.254,0.261,90.43,26289
Pete Alonso,153,573,657,151,26,1,38,89,110,66,130,4,0.264,0.199,19.67,19251
Matt Olson,153,572,660,146,31,1,34,92,99,75,147,2,0.255,0.222,44.68,14344
Alejandro Kirk,122,422,482,118,22,0,15,56,61,52,56,0,0.279,0.117,107.87,22581
Sean Murphy,134,476,541,119,27,1,21,66,68,51,122,1,0.25,0.226,120.58,19352
Bobby Witt Jr.,148,589,637,155,33,5,22,88,79,36,136,31,0.263,0.213,9.38,25764
Tommy Edman,146,566,619,149,30,4,12,84,57,41,101,27,0.262,0.164,74.51,19470
Ozzie Albies,138,536,584,141,31,4,23,81,78,37,107,15,0.262,0.184,57.55,16556
Luis Arraez,135,513,569,155,28,3,6,73,54,48,46,4,0.303,0.081,220.67,18568
Corbin Carroll,139,513,580,129,27,8,17,79,62,54,151,22,0.251,0.261,56.33,25878
Jazz Chisholm Jr.,132,496,552,121,22,5,24,81,69,46,151,26,0.244,0.273,39.84,20454
Tim Anderson,135,560,594,164,29,2,14,86,57,25,112,20,0.292,0.188,85.34,15172
Cedric Mullins,146,570,632,147,29,4,18,86,61,47,119,32,0.257,0.188,49.39,17929
Oneil Cruz,136,527,582,129,25,5,24,80,74,47,173,19,0.246,0.298,66.99,21711
Daulton Varsho,136,495,551,118,24,3,25,75,71,45,129,15,0.239,0.235,39.54,19918
Steven Kwan,143,546,617,155,27,5,7,83,56,58,62,17,0.285,0.1,125.57,24610
Taylor Ward,140,517,589,137,28,2,23,82,69,60,132,6,0.265,0.225,110.53,17548
Amed Rosario,146,589,625,164,27,6,11,80,66,27,111,17,0.278,0.178,115.16,15518
Vinnie Pasquantino,138,512,582,144,30,2,22,69,77,60,76,3,0.281,0.131,93.74,27676
Kyle Schwarber,144,528,616,125,21,2,39,92,92,78,176,7,0.236,0.285,54.11,16478
Salvador Perez,132,507,543,131,23,1,28,63,85,23,130,1,0.258,0.24,70.7,7304
Teoscar HernÃ¡ndez,140,547,596,141,28,1,30,78,87,41,166,9,0.258,0.278,75.57,13066
Jorge Polanco,126,473,536,121,24,2,20,70,67,54,105,6,0.256,0.196,169.43,13152
Nico Hoerner,139,522,571,146,26,4,9,71,57,36,71,21,0.279,0.125,135.62,21479
Brandon Lowe,123,454,515,111,23,2,24,67,72,51,128,4,0.244,0.248,165.14,18882
Jose Altuve,97,376,425,103,21,1,17,66,48,41,64,9,0.275,0.15,55.2,5417
Luis UrÃ­as,137,486,557,117,23,2,18,66,63,57,117,3,0.241,0.21,243.62,16622
Tyler O'Neill,132,485,544,121,22,2,26,80,76,45,155,17,0.249,0.285,100.79,15711
Anthony Rendon,119,433,502,111,26,1,16,59,64,59,83,3,0.256,0.166,225.42,12861
Ke'Bryan Hayes,138,527,586,135,29,3,10,66,54,50,122,19,0.257,0.208,175.2,18577
Jeff McNeil,140,523,579,151,32,2,9,68,63,40,68,4,0.289,0.117,193.82,15362
Gleyber Torres,136,517,573,133,25,1,21,74,71,47,122,12,0.258,0.214,111.12,16997
Ketel Marte,137,517,578,140,34,3,16,73,66,50,97,4,0.27,0.168,201.84,13613
Jean Segura,126,481,528,132,22,2,11,60,52,36,80,13,0.274,0.151,225.87,5933
Eugenio SuÃ¡rez,144,526,603,114,21,1,29,70,81,64,183,1,0.216,0.304,157.78,12552
Jeremy PeÃ±a,144,561,605,140,24,3,21,75,68,29,147,13,0.25,0.244,115.58,21636
Christian Yelich,144,531,623,133,26,3,16,88,61,83,150,17,0.251,0.242,115.21,11477
Yandy DÃ­az,137,497,582,139,26,1,13,72,61,75,76,3,0.28,0.13,266.45,16578
Nathaniel Lowe,146,548,615,150,26,2,22,75,76,60,143,4,0.274,0.232,107.22,19566
Javier BÃ¡ez,142,558,598,137,27,3,21,73,73,28,163,13,0.245,0.272,167.13,12979
Ian Happ,146,537,609,134,29,2,20,73,72,61,153,9,0.25,0.251,150,17919
Jake Cronenworth,145,540,615,136,29,4,17,79,74,58,106,5,0.252,0.173,194.49,18036
Lars Nootbaar,128,437,509,107,20,3,20,69,59,62,108,7,0.244,0.212,179.5,21454
J.P. Crawford,145,522,593,131,26,2,7,62,48,59,89,5,0.251,0.149,414.86,15491
Jose Miranda,137,519,566,138,30,1,18,63,71,34,96,2,0.265,0.17,167.86,20538
Harrison Bader,122,437,483,108,20,3,14,58,52,33,107,21,0.247,0.223,210.45,18030
Ty France,140,540,603,146,28,1,18,71,74,39,99,0,0.271,0.164,179.07,17982
Cal Raleigh,119,410,453,90,21,1,24,51,62,35,127,2,0.22,0.28,154.62,21534
JosÃ© Abreu,147,555,626,151,31,1,21,78,83,52,122,1,0.272,0.195,95.13,15676
Eloy JimÃ©nez,137,521,573,143,25,1,28,71,87,43,132,0,0.275,0.23,75.68,17484
Riley Greene,135,526,587,133,25,5,13,72,60,52,156,7,0.253,0.266,193.72,25976
Starling Marte,125,491,540,134,24,4,14,78,60,33,102,26,0.274,0.189,90.28,9241
Christian Walker,147,546,616,137,28,2,26,77,84,58,131,2,0.251,0.213,132.93,13419
Danny Jansen,107,353,403,84,17,1,19,50,55,38,79,1,0.238,0.197,186.08,16535
Kolten Wong,126,456,514,114,23,2,12,65,47,39,90,16,0.249,0.175,252.01,12532
YoÃ¡n Moncada,131,491,554,120,25,2,16,63,62,54,144,3,0.244,0.26,292.22,17232
Masataka Yoshida,123,453,516,128,27,2,14,63,65,53,63,3,0.283,0.122,205.05,31837
Isaac Paredes,116,399,460,95,19,1,17,53,56,51,79,1,0.237,0.172,301,20036
Jonathan India,136,510,584,130,27,2,16,77,60,53,129,9,0.255,0.22,176.82,21523
DJ LeMahieu,115,437,495,120,19,1,9,62,47,51,67,4,0.275,0.135,247.79,9874
Ha-Seong Kim,127,454,508,110,23,2,12,56,54,43,93,11,0.242,0.183,247.21,27506
William Contreras,120,423,472,106,18,1,20,56,60,43,125,2,0.25,0.265,119.04,20503
Seiya Suzuki,124,458,523,120,25,2,18,67,63,55,119,11,0.263,0.226,160.88,30116
Gabriel Moreno,104,346,379,95,17,1,7,43,45,24,62,3,0.276,0.163,230.13,22664
Mike Yastrzemski,130,466,531,108,27,3,19,68,63,53,132,5,0.232,0.25,350.01,14854
Trent Grisham,133,457,527,101,20,3,17,64,57,57,137,11,0.222,0.26,317.54,18564
Chris Taylor,128,457,518,107,25,3,15,63,58,50,161,11,0.235,0.31,285.95,13757
Andrew Benintendi,125,467,527,127,23,2,13,64,59,49,87,9,0.272,0.165,215.64,17901
Thairo Estrada,135,491,538,128,22,2,14,69,58,33,94,18,0.262,0.175,164.91,16426
Brandon Crawford,121,432,485,108,21,2,13,56,58,43,102,4,0.249,0.211,442.59,5343
Anthony Rizzo,135,489,567,119,21,1,25,74,74,56,98,7,0.243,0.173,158.63,3473
Yasmani Grandal,96,312,375,70,12,0,13,39,41,56,82,1,0.226,0.22,266.96,11368
Bryce Harper,75,280,332,78,18,1,15,49,49,46,70,8,0.28,0.211,197.57,11579
Randy Arozarena,145,553,619,143,31,3,20,80,77,49,153,29,0.259,0.247,37.08,19290
Keibert Ruiz,114,409,448,106,22,0,12,45,50,31,52,4,0.261,0.116,192.05,19610
Vaughn Grissom,102,367,406,101,18,1,11,49,44,27,75,13,0.275,0.184,177.32,26031
Alec Bohm,148,562,611,156,27,2,15,70,70,37,118,5,0.278,0.193,176.29,21618
Ezequiel Tovar,125,466,504,127,25,3,13,59,55,27,97,14,0.272,0.193,214.41,24064
MJ Melendez,130,479,549,113,25,3,21,67,68,61,135,4,0.235,0.246,106.05,22197
Jonah Heim,106,368,406,85,18,1,13,43,46,33,77,2,0.231,0.19,248.41,16930
Brendan Donovan,123,428,496,113,23,2,7,60,48,53,82,5,0.265,0.165,272.17,24679
Jake McCarthy,137,499,554,132,25,6,11,72,58,42,127,31,0.263,0.23,109.95,21622
RamÃ³n Laureano,131,490,550,113,25,1,19,66,58,41,145,15,0.231,0.263,227.43,17128
Ryan McMahon,142,520,587,130,26,2,21,73,73,57,152,7,0.251,0.259,195.96,15112
Michael Conforto,123,450,519,114,24,1,16,63,63,57,114,4,0.254,0.22,238.24,16376
Rowdy Tellez,136,489,552,120,23,1,29,67,81,53,111,2,0.246,0.201,149.13,15679
Enrique HernÃ¡ndez,130,484,543,115,28,2,15,64,60,47,103,1,0.238,0.19,361.78,10472
Miguel Rojas,125,452,490,117,23,2,8,51,47,30,64,11,0.259,0.131,424.63,7802
Anthony Santander,142,550,607,136,28,1,29,74,86,43,120,1,0.247,0.197,130.78,14551
Kris Bryant,127,487,555,134,31,2,20,80,66,54,114,5,0.274,0.205,126.55,15429
Josh Bell,142,516,594,138,25,2,19,75,77,68,104,0,0.266,0.176,183.03,13145
Tyler Stephenson,130,454,509,121,25,1,13,60,63,42,114,2,0.267,0.225,127.32,17988
Alex Verdugo,142,545,599,155,34,2,12,74,66,44,86,4,0.284,0.144,202.66,17027
Cody Bellinger,125,457,508,104,21,3,17,61,60,44,126,12,0.228,0.248,184.5,15998
Bryson Stott,129,463,511,114,23,3,13,59,51,42,108,12,0.247,0.211,229,26294
Anthony Volpe,83,309,348,72,17,2,10,41,36,30,77,15,0.234,0.221,999,sa3010868
Dylan Carlson,119,424,479,106,26,3,11,58,51,43,101,5,0.251,0.21,348.33,20126
Hunter Renfroe,131,491,541,119,24,1,28,69,78,41,127,2,0.242,0.236,147.46,15464
Miguel Vargas,127,439,490,115,26,2,13,61,62,39,95,8,0.262,0.193,199,20178
Andrew Vaughn,143,536,595,142,29,1,21,68,74,44,107,1,0.264,0.18,143.61,26197
Josh Rojas,111,407,463,104,23,2,8,57,45,48,97,16,0.255,0.208,214.3,19734
Mitch Haniger,112,434,489,110,20,2,21,66,65,43,118,1,0.253,0.241,206.11,14274
Ryan Mountcastle,140,539,592,139,26,1,25,69,82,42,149,4,0.258,0.252,152.49,18373
Tony Kemp,127,444,509,110,22,3,6,57,40,48,65,11,0.247,0.128,445.34,14894
Jesse Winker,118,421,499,107,21,1,18,61,58,68,91,1,0.253,0.182,255.09,13590
Joey Wendle,114,416,451,109,25,3,7,49,44,23,77,13,0.261,0.172,343.5,13853
Max Kepler,122,439,501,105,23,2,16,61,56,52,84,5,0.238,0.168,352.09,12144
Christian VÃ¡zquez,102,358,388,91,17,1,8,38,39,24,66,4,0.255,0.171,262.3,9774
Logan O'Hoppe,85,280,316,67,12,1,11,34,37,29,64,2,0.24,0.204,256.67,24729
Josh Naylor,130,478,529,128,27,1,20,62,73,41,84,5,0.267,0.158,217.55,18839
Joey Gallo,121,403,481,79,14,1,24,59,59,71,174,4,0.196,0.362,377.26,14128
Giancarlo Stanton,123,457,518,110,17,0,30,63,82,55,150,0,0.242,0.29,146.3,4949
Josh Donaldson,104,372,430,85,18,0,15,50,51,48,109,1,0.228,0.254,413.58,5038
David Villar,111,383,435,87,19,1,15,50,52,40,129,2,0.228,0.296,463.5,24782
RamÃ³n UrÃ­as,98,348,387,87,17,1,11,42,44,29,90,2,0.249,0.232,411.54,18795
Shea Langeliers,119,429,472,96,21,2,15,46,54,34,138,1,0.223,0.292,266.04,25816
Mike Zunino,89,297,329,59,11,1,18,37,46,24,114,0,0.198,0.348,417.55,13265
Elvis Andrus,124,455,494,113,23,1,11,55,47,31,77,15,0.248,0.156,284.58,8709
Austin Hays,133,503,547,127,26,2,18,65,64,31,109,4,0.251,0.199,272.75,19363
Orlando Arcia,90,306,339,75,13,0,11,39,40,27,68,3,0.246,0.199,593.95,13185
Nick Castellanos,139,545,591,144,32,2,22,74,78,36,135,5,0.265,0.228,125.7,11737
Nick Fortes,75,250,277,61,11,1,9,31,31,20,51,5,0.242,0.184,348.03,21538
Myles Straw,119,419,469,106,19,2,2,54,34,43,77,21,0.252,0.164,388.16,17620
Santiago Espinal,106,370,407,98,20,1,5,44,39,30,58,6,0.264,0.141,492.34,19997
Josh Jung,123,464,503,110,23,2,19,53,64,29,149,5,0.237,0.296,224.67,26299
CJ Abrams,137,494,530,126,26,3,7,59,48,19,95,17,0.255,0.18,222.76,25768
J.D. Martinez,133,509,569,133,30,1,21,72,76,51,139,0,0.261,0.245,210.46,6184
Gio Urshela,105,386,421,103,20,2,12,47,50,28,81,1,0.267,0.192,412.37,10681
Chas McCormick,116,390,443,92,15,2,15,53,51,44,118,6,0.237,0.267,421.92,19599
Joc Pederson,127,436,494,108,20,3,22,63,67,45,115,3,0.248,0.233,256.36,11899
Brandon Drury,123,451,491,112,24,1,19,61,63,32,111,2,0.247,0.227,204,11615
Luis Rengifo,106,399,433,100,18,3,11,46,43,24,76,6,0.251,0.175,311.01,19858
Alek Thomas,100,361,393,93,20,3,8,47,40,25,74,6,0.256,0.188,373.95,23792
Adolis GarcÃ­a,145,571,617,134,27,3,25,77,82,35,180,20,0.234,0.291,60.16,19287
Seth Brown,127,451,498,105,23,2,22,57,66,40,135,9,0.232,0.271,219.76,18171
Jeimer Candelario,126,466,517,114,27,2,15,57,58,42,119,1,0.244,0.229,406.61,13621
Travis d'Arnaud,96,352,384,90,18,1,14,46,50,24,85,0,0.256,0.221,223.76,7739
Jace Peterson,108,355,405,82,17,2,8,44,38,42,100,12,0.229,0.246,481.29,12325
Adam Frazier,121,440,486,115,22,3,4,52,39,35,58,8,0.263,0.119,466.87,15223
Esteury Ruiz,110,359,407,85,19,2,7,48,34,31,88,27,0.237,0.215,227.32,21780
Austin Nola,87,292,330,74,14,1,5,33,35,28,51,2,0.254,0.156,408.54,15941
Manuel Margot,123,458,502,119,22,2,10,55,54,36,86,15,0.259,0.172,299.76,14712
Wilmer Flores,109,393,442,98,19,1,14,53,52,39,71,1,0.249,0.16,344.12,5827
Garrett Mitchell,116,380,424,91,18,2,9,48,42,35,137,23,0.241,0.323,256.67,27555
Aledmys DÃ­az,108,395,429,97,21,1,12,44,50,25,73,2,0.246,0.169,423.18,15937
Mark Canha,127,442,517,108,21,2,13,65,55,54,103,5,0.243,0.2,348.99,11445
Jon Berti,79,275,314,66,12,2,4,39,24,32,71,24,0.24,0.225,277.75,12037
Jose Siri,115,406,441,91,18,3,12,53,46,26,148,18,0.224,0.336,327.25,17452
Brandon Belt,90,314,363,75,13,1,17,45,47,43,95,2,0.238,0.26,362.49,10264
Triston Casas,124,424,495,103,22,2,18,63,58,63,116,4,0.243,0.235,221.22,22514
Kevin Kiermaier,99,343,378,81,16,3,7,44,38,28,95,11,0.236,0.252,508.33,11038
Justin Turner,122,455,516,122,26,0,14,63,66,46,85,3,0.269,0.166,253.39,5235
C.J. Cron,136,513,574,132,26,2,26,72,87,47,139,0,0.257,0.243,144.54,12546
Austin Meadows,113,422,478,104,22,4,16,55,60,46,91,3,0.246,0.191,274.26,15672
Bryan De La Cruz,112,404,438,105,21,1,16,49,50,27,106,5,0.259,0.242,251.01,19600
Joey Bart,110,356,391,78,13,1,12,43,39,28,136,2,0.22,0.348,330.38,21524
Whit Merrifield,124,465,506,121,25,2,10,64,52,31,79,20,0.26,0.156,197.58,11281
Jorge Mateo,103,353,381,81,17,4,8,45,35,19,103,23,0.229,0.271,251.22,17273
Yan Gomes,79,276,298,68,13,1,8,30,34,14,56,1,0.247,0.188,481.64,9627
Christian Bethancourt,79,270,288,65,12,0,9,30,33,13,71,4,0.241,0.245,305.24,10028
Lourdes Gurriel Jr.,124,471,511,132,28,2,13,57,62,31,92,4,0.281,0.18,231.93,19238
Trayce Thompson,95,319,360,69,14,1,16,43,48,35,125,5,0.215,0.347,472.26,9952
Nick Gordon,104,364,397,93,20,2,11,43,43,22,92,11,0.256,0.233,318.03,16337
Mitch Garver,89,313,358,71,14,1,15,43,45,37,96,2,0.228,0.269,349.45,15161
Brett Baty,85,307,345,76,13,1,11,39,40,30,88,2,0.248,0.255,358.46,26123
Oscar Gonzalez,122,487,515,132,27,1,15,55,63,21,103,2,0.271,0.201,214.82,20970
Brandon Marsh,123,431,476,103,20,3,10,53,46,36,153,12,0.239,0.32,301.11,20202
Garrett Cooper,114,413,467,107,23,1,12,51,54,43,118,0,0.26,0.253,421.79,15279
Dylan Moore,78,231,269,48,10,1,8,35,26,28,78,19,0.209,0.289,481.97,18042
Michael Massey,104,376,411,93,21,1,10,42,45,22,95,7,0.248,0.231,360.97,27684
Rodolfo Castro,104,378,416,87,17,3,14,44,47,30,110,6,0.229,0.265,377.5,21987
Jacob Stallings,100,330,370,76,14,0,5,31,35,31,80,0,0.229,0.217,592.74,13723
Jonathan Schoop,127,482,518,117,23,2,15,55,55,24,106,3,0.243,0.205,434.25,11265
Christopher Morel,96,345,384,80,16,3,13,47,42,31,117,10,0.232,0.306,283.75,21897
Eric Haase,92,315,345,72,14,1,14,38,44,24,102,1,0.229,0.296,276.82,14111
Endy Rodriguez,52,182,201,47,12,1,5,22,24,16,40,1,0.257,0.198,999,sa3008272
Austin Barnes,57,178,204,40,7,0,6,26,23,21,42,2,0.226,0.207,681.99,12158
Drew Waters,92,318,352,75,17,3,9,39,36,28,113,7,0.236,0.322,547.86,20505
Tyrone Taylor,104,369,405,86,18,2,16,46,50,26,97,5,0.234,0.241,539.47,13675
Omar NarvÃ¡ez,87,287,324,67,12,1,6,31,31,31,66,0,0.233,0.202,426.09,13338
Victor Caratini,72,218,249,50,9,0,7,24,27,24,55,1,0.231,0.22,643.32,14968
Bo Naylor,61,192,218,43,9,1,6,24,24,22,63,4,0.223,0.291,385.93,21865
Brian Anderson,101,358,407,83,17,1,11,44,43,38,108,3,0.233,0.265,427.01,18289
Lane Thomas,125,453,505,107,24,2,15,62,51,44,124,9,0.237,0.246,286.68,16939
David Peralta,109,392,433,100,22,3,11,46,52,35,92,2,0.255,0.213,503.72,2136
Jose Trevino,99,335,357,80,15,1,8,35,39,15,65,2,0.238,0.183,360.67,16725
Michael Brantley,90,346,385,99,19,1,7,46,40,32,45,2,0.285,0.118,393.37,4106
Oswald Peraza,80,280,307,69,12,1,8,36,31,19,71,13,0.245,0.231,284.42,22823
Akil Baddoo,103,359,404,83,15,5,9,47,34,40,104,17,0.231,0.259,486.45,22168
Ji-Man Choi,112,380,449,91,21,0,13,48,54,61,118,0,0.239,0.264,541.51,5452
Oswaldo Cabrera,100,371,406,87,19,2,13,45,45,30,107,10,0.234,0.263,318.36,21707
J.D. Davis,100,334,385,83,16,1,13,47,42,42,117,1,0.247,0.305,439.46,16219
Austin Slater,75,229,264,58,10,1,7,35,26,29,70,10,0.251,0.265,692.58,16153
Eduardo Escobar,111,417,456,99,19,3,16,51,58,34,102,1,0.238,0.223,352.79,6153
Evan Longoria,90,316,352,77,15,1,14,40,46,29,89,1,0.243,0.254,525.72,9368
TJ Friedl,109,401,455,99,18,4,13,55,48,38,83,13,0.247,0.182,332.57,19522
Ryan Jeffers,68,221,247,48,10,1,9,25,28,21,69,0,0.219,0.281,543.75,24618
Luis GarcÃ­a,128,490,520,129,26,3,12,54,56,24,103,5,0.264,0.197,304.97,20391
Spencer Steer,107,382,428,90,20,1,12,48,47,35,100,4,0.236,0.234,379.36,26323
Spencer Torkelson,132,465,530,108,23,2,17,58,59,53,127,2,0.232,0.241,298.71,27465
Jack Suwinski,100,351,398,78,16,1,15,47,46,40,121,5,0.223,0.303,458.13,22244
Francisco MejÃ­a,87,295,316,70,17,1,7,32,34,14,64,0,0.239,0.203,477.39,16403
Jake Fraley,113,390,451,95,19,1,16,59,52,51,112,12,0.244,0.248,275.78,19260
Michael A. Taylor,92,309,341,73,13,1,8,38,33,25,91,6,0.237,0.268,615.84,11489
Jake Rogers,55,178,200,37,7,1,7,21,22,17,64,2,0.206,0.321,668.43,19452
